%
% Platform OB27M
% Location 33 59.646 deg N  77 21.144 deg W
% Quality  0 = not evaluated, 1 = bad, 2 = suspect, 3 = good, -9 = missing
%
% sea_water_practical_salinity (ppt)
% depth (m)
%
timestamp_utc,depth,sea_water_practical_salinity,sea_water_practical_salinity_quality
2014-01-01 00:00:02,30,36.424,0
2014-01-01 00:15:02,30,36.4322,0
2014-01-01 00:30:02,30,36.4355,0
2014-01-01 00:45:02,30,36.4282,0
2014-01-01 01:00:02,30,36.4244,0
2014-01-01 01:15:02,30,36.4318,0
2014-01-01 01:30:02,30,36.4309,0
2014-01-01 01:45:02,30,36.4278,0
2014-01-01 02:00:02,30,36.4304,0
2014-01-01 02:15:02,30,36.4257,0
2014-01-01 02:30:02,30,36.4374,0
2014-01-01 02:45:02,30,36.4302,0
2014-01-01 03:00:02,30,36.4265,0
2014-01-01 03:15:02,30,36.4383,0
2014-01-01 03:30:02,30,36.4267,0
2014-01-01 03:45:02,30,36.4267,0
2014-01-01 04:00:02,30,36.4258,0
2014-01-01 04:15:02,30,36.4303,0
2014-01-01 04:30:02,30,36.4328,0
2014-01-01 04:45:02,30,36.433,0
2014-01-01 05:00:02,30,36.4364,0
2014-01-01 05:15:02,30,36.4374,0
2014-01-01 05:30:02,30,36.4423,0
2014-01-01 05:45:02,30,36.4406,0
2014-01-01 06:00:02,30,36.4444,0
2014-01-01 06:15:02,30,36.4458,0
2014-01-01 06:30:02,30,36.4466,0
2014-01-01 06:45:02,30,36.4487,0
2014-01-01 07:00:02,30,36.4456,0
2014-01-01 07:15:02,30,36.4429,0
2014-01-01 07:30:02,30,36.4486,0
2014-01-01 07:45:02,30,36.4398,0
2014-01-01 08:00:02,30,36.4396,0
2014-01-01 08:15:02,30,36.4431,0
2014-01-01 08:30:02,30,36.4432,0
2014-01-01 08:45:02,30,36.4427,0
2014-01-01 09:00:02,30,36.4422,0
2014-01-01 09:15:02,30,36.4469,0
2014-01-01 09:30:02,30,36.4419,0
2014-01-01 09:45:02,30,36.4414,0
2014-01-01 10:00:02,30,36.4383,0
2014-01-01 10:15:02,30,36.4556,0
2014-01-01 10:30:02,30,36.4388,0
2014-01-01 10:45:02,30,36.442,0
2014-01-01 11:00:02,30,36.4555,0
2014-01-01 11:15:02,30,36.4362,0
2014-01-01 11:30:02,30,36.4473,0
2014-01-01 11:45:02,30,36.4367,0
2014-01-01 12:00:01,30,36.4517,0
2014-01-01 12:15:01,30,36.4345,0
2014-01-01 12:30:01,30,36.4407,0
2014-01-01 12:45:01,30,36.4419,0
2014-01-01 13:00:01,30,36.4492,0
2014-01-01 13:15:01,30,36.4481,0
2014-01-01 13:30:01,30,36.4501,0
2014-01-01 13:45:01,30,36.4512,0
2014-01-01 14:00:01,30,36.4509,0
2014-01-01 14:15:01,30,36.4481,0
2014-01-01 14:30:01,30,36.4564,0
2014-01-01 14:45:01,30,36.4479,0
2014-01-01 15:00:01,30,36.4472,0
2014-01-01 15:15:01,30,36.4509,0
2014-01-01 15:30:01,30,36.4606,0
2014-01-01 15:45:01,30,36.4597,0
2014-01-01 16:00:01,30,36.457,0
2014-01-01 16:15:01,30,36.4476,0
2014-01-01 16:30:01,30,36.447,0
2014-01-01 16:45:01,30,36.4448,0
2014-01-01 17:00:01,30,36.4453,0
2014-01-01 17:15:01,30,36.4456,0
2014-01-01 17:30:01,30,36.4478,0
2014-01-01 17:45:01,30,36.4473,0
2014-01-01 18:00:01,30,36.4477,0
2014-01-01 18:15:01,30,36.4476,0
2014-01-01 18:30:01,30,36.4457,0
2014-01-01 18:45:01,30,36.4478,0
2014-01-01 19:00:01,30,36.4519,0
2014-01-01 19:15:01,30,36.452,0
2014-01-01 19:30:01,30,36.4546,0
2014-01-01 19:45:01,30,36.4548,0
2014-01-01 20:00:01,30,36.4573,0
2014-01-01 20:15:01,30,36.4543,0
2014-01-01 20:30:01,30,36.4541,0
2014-01-01 20:45:01,30,36.4546,0
2014-01-01 21:00:01,30,36.4568,0
2014-01-01 21:15:01,30,36.4568,0
2014-01-01 21:30:01,30,36.4538,0
2014-01-01 21:45:01,30,36.4511,0
2014-01-01 22:00:01,30,36.4512,0
2014-01-01 22:15:01,30,36.4566,0
2014-01-01 22:30:01,30,36.455,0
2014-01-01 22:45:01,30,36.4545,0
2014-01-01 23:00:01,30,36.4558,0
2014-01-01 23:15:01,30,36.4554,0
2014-01-01 23:30:01,30,36.4559,0
2014-01-01 23:45:01,30,36.4563,0
2014-01-02 00:00:01,30,36.4611,0
2014-01-02 00:15:01,30,36.4579,0
2014-01-02 00:30:01,30,36.4532,0
2014-01-02 00:45:01,30,36.4566,0
