%
% Platform OB27M
% Location 33 59.646 deg N  77 21.144 deg W
% Quality  0 = not evaluated, 1 = bad, 2 = suspect, 3 = good, -9 = missing
%
% fluorescence (RFU)
% depth (m)
%
timestamp_utc,depth,fluorescence,fluorescence_quality
2002-03-04 17:00:01,25,1.549,3
2002-03-04 17:10:01,25,1.701,3
2002-03-04 17:20:01,25,1.742,3
2002-03-04 17:30:01,25,1.764,3
2002-03-04 17:40:01,25,1.84,3
2002-03-04 17:50:01,25,1.938,3
2002-03-04 18:00:01,25,2.029,3
2002-03-04 18:10:01,25,2.087,3
2002-03-04 18:20:01,25,2.136,3
2002-03-04 18:30:01,25,2.191,3
2002-03-04 18:40:01,25,2.234,3
2002-03-04 18:50:01,25,2.268,3
2002-03-04 19:00:01,25,2.324,3
2002-03-04 19:10:01,25,2.362,3
2002-03-04 19:20:01,25,2.373,3
2002-03-04 19:30:01,25,2.376,3
2002-03-04 19:40:01,25,2.39,3
2002-03-04 19:50:01,25,2.398,3
2002-03-04 20:00:01,25,2.4,3
2002-03-04 20:10:01,25,2.398,3
2002-03-04 20:20:01,25,2.298,3
2002-03-04 20:30:01,25,2.289,3
2002-03-04 20:40:01,25,2.284,3
2002-03-04 20:50:01,25,2.271,3
2002-03-04 21:00:01,25,2.262,3
2002-03-04 21:10:01,25,2.254,3
2002-03-04 21:20:01,25,2.242,3
2002-03-04 21:30:01,25,2.233,3
2002-03-04 21:40:01,25,2.225,3
2002-03-04 21:50:01,25,2.217,3
2002-03-04 22:00:01,25,2.213,3
2002-03-04 22:10:01,25,2.205,3
2002-03-04 22:20:01,25,2.201,3
2002-03-04 22:30:01,25,2.196,3
2002-03-04 22:40:01,25,2.191,3
2002-03-04 22:50:01,25,2.187,3
2002-03-04 23:00:01,25,2.183,3
2002-03-04 23:10:01,25,2.176,3
2002-03-04 23:20:01,25,2.176,3
2002-03-04 23:30:01,25,2.168,3
2002-03-04 23:40:01,25,2.163,3
2002-03-04 23:50:01,25,2.159,3
2002-03-05 00:00:01,25,2.157,3
2002-03-05 00:10:01,25,2.153,3
2002-03-05 00:20:01,25,2.149,3
2002-03-05 00:30:01,25,2.142,3
2002-03-05 00:40:01,25,2.138,3
2002-03-05 00:50:01,25,2.141,3
2002-03-05 01:00:01,25,2.138,3
2002-03-05 01:10:01,25,2.133,3
2002-03-05 01:20:01,25,2.131,3
2002-03-05 01:30:01,25,2.129,3
2002-03-05 01:40:01,25,2.128,3
2002-03-05 01:50:01,25,2.128,3
2002-03-05 02:00:01,25,2.126,3
2002-03-05 02:10:01,25,2.127,3
2002-03-05 02:20:01,25,2.124,3
2002-03-05 02:30:01,25,2.129,3
2002-03-05 02:40:01,25,2.127,3
2002-03-05 02:50:01,25,2.126,3
2002-03-05 03:00:01,25,2.13,3
2002-03-05 03:10:01,25,2.126,3
2002-03-05 03:20:01,25,2.126,3
2002-03-05 03:30:01,25,2.127,3
2002-03-05 03:40:01,25,2.131,3
2002-03-05 03:50:01,25,2.134,3
2002-03-05 04:00:01,25,2.132,3
2002-03-05 04:10:01,25,2.136,3
2002-03-05 04:20:01,25,2.136,3
2002-03-05 04:30:01,25,2.134,3
2002-03-05 04:40:01,25,2.139,3
2002-03-05 04:50:01,25,2.142,3
2002-03-05 05:00:01,25,2.138,3
2002-03-05 05:10:01,25,2.143,3
2002-03-05 05:20:01,25,2.147,3
2002-03-05 05:30:01,25,2.15,3
2002-03-05 05:40:01,25,2.151,3
2002-03-05 05:50:01,25,2.153,3
2002-03-05 06:00:01,25,2.152,3
2002-03-05 06:10:01,25,2.151,3
2002-03-05 06:20:01,25,2.158,3
2002-03-05 06:30:01,25,2.161,3
2002-03-05 06:40:01,25,2.163,3
2002-03-05 06:50:01,25,2.166,3
2002-03-05 07:00:01,25,2.168,3
2002-03-05 07:10:01,25,2.166,3
2002-03-05 07:20:01,25,2.197,3
2002-03-05 07:30:01,25,2.246,3
2002-03-05 07:40:01,25,2.293,3
2002-03-05 07:50:01,25,2.341,3
2002-03-05 08:00:01,25,2.377,3
2002-03-05 08:10:01,25,2.403,3
2002-03-05 08:20:01,25,2.442,3
2002-03-05 08:30:01,25,2.484,3
2002-03-05 08:40:01,25,2.5,3
2002-03-05 08:50:01,25,2.515,3
2002-03-05 09:00:01,25,2.527,3
2002-03-05 09:10:01,25,2.526,3
2002-03-05 09:20:01,25,2.53,3
2002-03-05 09:30:01,25,2.53,3
2002-03-05 09:40:01,25,2.514,3
2002-03-05 09:50:01,25,2.499,3
2002-03-05 10:00:01,25,2.479,3
2002-03-05 10:10:01,25,2.467,3
2002-03-05 10:20:01,25,2.454,3
2002-03-05 10:30:01,25,2.443,3
2002-03-05 10:40:01,25,2.433,3
2002-03-05 10:50:01,25,2.401,3
2002-03-05 11:00:01,25,2.378,3
2002-03-05 11:10:01,25,2.349,3
2002-03-05 11:20:01,25,2.34,3
2002-03-05 11:30:01,25,2.33,3
2002-03-05 11:40:01,25,2.31,3
2002-03-05 11:50:01,25,2.285,3
2002-03-05 12:00:01,25,2.264,3
2002-03-05 12:10:01,25,2.252,3
2002-03-05 12:20:01,25,2.239,3
2002-03-05 12:30:01,25,2.228,3
2002-03-05 12:40:01,25,2.223,3
2002-03-05 12:50:01,25,2.204,3
2002-03-05 13:00:01,25,2.192,3
2002-03-05 13:10:01,25,2.185,3
