%
% Platform OB27M
% Location 33 59.646 deg N  77 21.144 deg W
% Quality  0 = not evaluated, 1 = bad, 2 = suspect, 3 = good, -9 = missing
%
% turbidity (NTU)
% depth (m)
%
timestamp_utc,depth,turbidity,turbidity_quality
2002-03-04 17:00:01,30,6.588,3
2002-03-04 17:10:01,30,6.229,3
2002-03-04 17:20:01,30,5.67,3
2002-03-04 17:30:01,30,5.822,3
2002-03-04 17:40:01,30,5.871,3
2002-03-04 17:50:01,30,5.968,3
2002-03-04 18:00:01,30,6.042,3
2002-03-04 18:10:01,30,6.071,3
2002-03-04 18:20:01,30,6.1,3
2002-03-04 18:30:01,30,6.138,3
2002-03-04 18:40:01,30,6.167,3
2002-03-04 18:50:01,30,6.192,3
2002-03-04 19:00:01,30,6.228,3
2002-03-04 19:10:01,30,6.256,3
2002-03-04 19:20:01,30,6.268,3
2002-03-04 19:30:01,30,6.267,3
2002-03-04 19:40:01,30,6.266,3
2002-03-04 19:50:01,30,6.26,3
2002-03-04 20:00:01,30,6.258,3
2002-03-04 20:10:01,30,6.259,3
2002-03-04 20:20:01,30,6.188,3
2002-03-04 20:30:01,30,6.185,3
2002-03-04 20:40:01,30,6.182,3
2002-03-04 20:50:01,30,6.18,3
2002-03-04 21:00:01,30,6.179,3
2002-03-04 21:10:01,30,6.178,3
2002-03-04 21:20:01,30,6.176,3
2002-03-04 21:30:01,30,6.177,3
2002-03-04 21:40:01,30,6.175,3
2002-03-04 21:50:01,30,6.169,3
2002-03-04 22:00:01,30,6.167,3
2002-03-04 22:10:01,30,6.161,3
2002-03-04 22:20:01,30,6.158,3
2002-03-04 22:30:01,30,6.153,3
2002-03-04 22:40:01,30,6.147,3
2002-03-04 22:50:01,30,6.142,3
2002-03-04 23:00:01,30,6.134,3
2002-03-04 23:10:01,30,6.131,3
2002-03-04 23:20:01,30,6.124,3
2002-03-04 23:30:01,30,6.119,3
2002-03-04 23:40:01,30,6.113,3
2002-03-04 23:50:01,30,6.108,3
2002-03-05 00:00:01,30,6.105,3
2002-03-05 00:10:01,30,6.1,3
2002-03-05 00:20:01,30,6.098,3
2002-03-05 00:30:01,30,6.092,3
2002-03-05 00:40:01,30,6.09,3
2002-03-05 00:50:01,30,6.088,3
2002-03-05 01:00:01,30,6.087,3
2002-03-05 01:10:01,30,6.081,3
2002-03-05 01:20:01,30,6.08,3
2002-03-05 01:30:01,30,6.078,3
2002-03-05 01:40:01,30,6.077,3
2002-03-05 01:50:01,30,6.076,3
2002-03-05 02:00:01,30,6.076,3
2002-03-05 02:10:01,30,6.073,3
2002-03-05 02:20:01,30,6.076,3
2002-03-05 02:30:01,30,6.074,3
2002-03-05 02:40:01,30,6.074,3
2002-03-05 02:50:01,30,6.074,3
2002-03-05 03:00:01,30,6.075,3
2002-03-05 03:10:01,30,6.076,3
2002-03-05 03:20:01,30,6.075,3
2002-03-05 03:30:01,30,6.075,3
2002-03-05 03:40:01,30,6.075,3
2002-03-05 03:50:01,30,6.077,3
2002-03-05 04:00:01,30,6.075,3
2002-03-05 04:10:01,30,6.076,3
2002-03-05 04:20:01,30,6.076,3
2002-03-05 04:30:01,30,6.078,3
2002-03-05 04:40:01,30,6.08,3
2002-03-05 04:50:01,30,6.08,3
2002-03-05 05:00:01,30,6.08,3
2002-03-05 05:10:01,30,6.08,3
2002-03-05 05:20:01,30,6.084,3
2002-03-05 05:30:01,30,6.085,3
2002-03-05 05:40:01,30,6.084,3
2002-03-05 05:50:01,30,6.084,3
2002-03-05 06:00:01,30,6.088,3
2002-03-05 06:10:01,30,6.088,3
2002-03-05 06:20:01,30,6.089,3
2002-03-05 06:30:01,30,6.091,3
2002-03-05 06:40:01,30,6.094,3
2002-03-05 06:50:01,30,6.094,3
2002-03-05 07:00:01,30,6.099,3
2002-03-05 07:10:01,30,6.103,3
2002-03-05 07:20:01,30,6.131,3
